 ,BX,BY,Width,Height,Slice
1,33.158,26.184,0.263,0.789,1
2,33.092,36.118,0.197,0.855,50
3,33.026,44.868,0.263,0.855,93
4,32.961,46.645,0.263,0.921,102
5,32.895,47.566,0.263,1.118,108
6,32.763,48.421,0.461,1.118,113
7,32.961,49.737,0.329,1.513,122
8,32.763,50.461,0.592,1.974,127
9,32.763,50.855,0.592,2.763,132
10,32.763,51.184,0.592,3.618,139
11,32.763,51.382,0.592,4.079,145
12,32.763,51.382,0.592,4.474,153
13,32.763,50.987,0.592,4.737,160
14,32.763,50.263,0.592,4.539,169
