 ,BX,BY,Width,Height,Slice
1,30.705,26.154,0.192,0.962,1
2,30.769,34.359,0.128,1.090,43
3,30.705,41.795,0.192,1.090,80
4,30.641,45.577,0.128,1.090,100
5,30.513,48.205,0.256,1.218,115
6,30.385,48.974,0.128,1.410,120
7,30.192,49.744,0.256,1.859,125
8,30.000,50.128,0.321,2.436,129
9,30.192,50.385,0.256,3.205,134
10,29.872,50.705,0.321,4.231,142
11,29.872,50.705,0.321,5.192,153
12,29.872,50.513,0.321,5.449,162
13,29.872,49.872,0.321,5.577,171
14,29.872,49.103,0.321,5.385,180
