 ,BX,BY,Width,Height,Slice
1,102.222,79.074,2.037,2.222,1
2,102.037,79.444,2.593,2.778,54
3,101.667,79.074,3.519,3.704,74
4,101.111,78.519,5.000,5.000,86
5,100.185,77.593,6.852,6.852,93
6,99.259,76.667,8.889,8.889,99
7,98.148,75.556,11.111,11.111,106
8,97.222,74.444,13.148,13.148,113
9,96.111,73.148,15.556,15.741,123
10,94.815,71.852,18.148,18.148,134
11,93.704,70.741,20.556,20.000,145
12,93.704,70.000,21.296,20.741,152
13,95.926,70.000,18.148,18.704,169
14,106.296,80.926,0.370,0.185,178
