 ,BX,BY,Width,Height,Slice
1,30.000,25.424,0.191,1.081,1
2,29.619,41.695,0.127,1.081,79
3,29.428,46.525,0.127,1.144,103
4,29.110,49.703,0.127,1.335,121
5,28.983,50.657,0.127,1.843,128
6,28.983,51.102,0.127,2.161,132
7,28.856,51.547,0.127,2.415,136
8,28.665,51.864,0.127,2.924,141
9,28.665,52.182,0.127,3.432,148
10,28.665,52.119,0.127,3.941,155
11,28.665,51.864,0.127,4.258,161
12,28.665,51.292,0.127,4.640,169
