 ,BX,BY,Width,Height,Slice
1,32.628,26.154,0.385,1.026,1
2,32.692,44.423,0.256,1.218,97
3,32.628,46.090,0.385,1.282,107
4,32.564,47.115,0.385,1.474,114
5,32.692,48.269,0.385,1.538,121
6,32.692,49.231,0.385,1.795,128
7,32.692,49.551,0.385,2.244,132
8,32.692,49.744,0.385,2.885,136
9,32.692,49.808,0.385,3.974,143
10,32.692,49.936,0.385,5.000,154
11,32.692,49.615,0.385,5.641,162
12,32.692,48.718,0.385,5.962,173
13,32.692,47.692,0.385,5.256,184
14,32.692,46.795,0.385,5.128,192
