 ,BX,BY,Width,Height,Slice
1,31.228,24.828,0.388,0.970,1
2,30.905,45.129,0.323,0.970,94
3,30.905,47.845,0.259,0.970,107
4,30.711,49.461,0.323,1.164,116
5,30.841,51.207,0.582,1.746,127
6,30.841,51.789,0.582,2.457,132
7,30.841,52.306,0.582,3.103,137
8,30.841,52.565,0.582,3.621,141
9,30.841,52.823,0.582,4.138,146
10,30.841,52.953,0.582,4.591,151
11,30.841,52.953,0.582,5.043,157
12,30.841,52.500,0.582,5.625,165
13,30.841,51.918,0.582,5.819,172
14,30.841,50.948,0.582,5.496,181
