 ,BX,BY,Width,Height,Slice
1,88.889,83.519,1.667,1.667,1
2,87.593,82.963,2.407,2.407,49
3,86.852,82.222,3.148,3.333,69
4,86.111,81.481,4.444,4.444,76
5,85.370,80.926,6.111,5.926,80
6,84.630,80.000,7.407,7.593,85
7,83.519,79.074,9.259,9.444,90
8,82.222,77.963,11.667,11.481,98
9,81.481,77.407,12.963,12.407,102
10,80.556,76.296,14.815,14.630,111
11,79.630,75.370,16.481,16.667,122
12,78.704,75.185,17.963,17.593,132
13,78.333,75.000,18.333,18.333,140
14,77.963,75.000,0.185,0.370,203
